,Name ,Price ,Star ,Rating ,Processor ,RAM,Operating System,Storage,Display,Warranty
76,ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop,"34,990",4.3,584 Ratings & 75 Reviews,['Intel Core i3 Processor (11th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
77,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-dq2606tu Thin and Light Laptop,"41,990",4.4,88 Ratings & 8 Reviews,['Intel Core i3 Processor (11th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],['35.56 cm (14 Inch) Display'],['1 Year Onsite Warranty']
78,DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook,"33,290",4.1,180 Ratings & 10 Reviews,['AMD Athlon Dual Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],['39.62 cm (15.6 Inch) Display'],['1 Year Onsite Warranty']
79,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop,"35,990",3.9,16 Ratings & 3 Reviews,['Intel Core i3 Processor (11th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
80,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"47,490",4.3,465 Ratings & 59 Reviews,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],['39.62 cm (15.6 inch) Display'],['2 Years Warranty']
81,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"55,990",4.5,"4,290 Ratings & 475 Reviews",['Intel Core i5 Processor (10th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
82,Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14IML05 Thin and Light Laptop,"33,490",4.2,363 Ratings & 44 Reviews,['Intel Core i3 Processor (10th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],['35.56 cm (14 inch) Display'],['2 Years Warranty']
83,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2629TU Thin and Light Laptop,"40,999",4.3,"1,143 Ratings & 113 Reviews",['Intel Core i3 Processor (11th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
84,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-GY0501AU Thin and Light Laptop,"34,990",4.3,"2,845 Ratings & 310 Reviews",['AMD Ryzen 3 Dual Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
85,acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"52,990",4.4,"12,214 Ratings & 1,319 Reviews",['Intel Core i5 Processor (10th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year International Travelers Warranty']
86,HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 165...,"55,990",4.5,"6,425 Ratings & 695 Reviews",['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
87,ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thi...,"54,990",4.4,137 Ratings & 9 Reviews,['Intel Core i5 Processor (11th Gen)'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],['35.56 cm (14 inch) Display'],['1 Year Onsite Warranty']
88,Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light ...,"26,990",4.1,458 Ratings & 33 Reviews,['Intel Celeron Dual Core Processor (4th Gen)'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],['35.56 cm (14 inch) Display'],['1 Year Warranty']
89,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop,"39,990",4.3,"1,195 Ratings & 108 Reviews",['Intel Core i3 Processor (11th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
90,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,"47,390",4.4,556 Ratings & 65 Reviews,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],['35.56 cm (14 inch) Display'],['1 Year Onsite Warranty']
91,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,"32,999",4.2,"1,260 Ratings & 172 Reviews",['Intel Core i3 Processor (11th Gen)'],['8 GB DDR4 RAM'],['Windows 10 Operating System'],['256 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
92,Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Laptop,"49,000",4.8,13 Ratings & 4 Reviews,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['Windows 11 Operating System'],['512 GB SSD'],['39.62 cm (15.6 inch) Display'],[]
93,ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS T...,"48,990",4.3,"1,599 Ratings & 162 Reviews",['Intel Core i5 Processor (11th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['1 TB HDD|256 GB SSD'],['39.62 cm (15.6 inch) Display'],['1 Year Onsite Warranty']
94,ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,"25,990",4.1,62 Ratings & 9 Reviews,['Intel Celeron Dual Core Processor'],['4 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],['35.56 cm (14 inch) Display'],['1 Year Onsite Warranty']
95,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"57,990",4.5,179 Ratings & 15 Reviews,['Intel Core i5 Processor (10th Gen)'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],['39.62 cm (15.6 Inch) Display'],[]
